"","IBA","ID","country","currentRich","futureRich","emmigrants","colonists","stablesp","GCM","SDM"
"3441","Mache Chindul Ecological Reserve and surrouding areas (Reserva Ecológica Mache-Chindul IBA)","14532","Ecuador","71","62","12","3","59","HadGEM2ES","GAM"
"3442","Bosque Protector Dudas-Mazar","14533","Ecuador","61","63","1","3","60","HadGEM2ES","GAM"
"3443","Maquipucuna-Río Guayllabamba","14534","Ecuador","70","76","1","7","69","HadGEM2ES","GAM"
"3444","Bosque Protector Puyango","14536","Ecuador","59","39","21","1","38","HadGEM2ES","GAM"
"3445","Cajas-Mazán","14537","Ecuador","54","60","1","7","53","HadGEM2ES","GAM"
"3446","Reserva Ecológica Manglares-Churute","14538","Ecuador","57","49","12","4","45","HadGEM2ES","GAM"
"3447","Parque Nacional Machalilla y alrededores","14539","Ecuador","43","46","4","7","39","HadGEM2ES","GAM"
"3448","Arajuno-Alto Napo","14540","Ecuador","90","91","4","5","86","HadGEM2ES","GAM"
"3449","Tapichalaca Reserve (Reserva Tapichalaca IBA)","14541","Ecuador","84","90","4","10","80","HadGEM2ES","GAM"
"3450","Parque Nacional Llanganates","14542","Ecuador","113","116","3","6","110","HadGEM2ES","GAM"
"3451","Parque Nacional Podocarpus","14543","Ecuador","115","119","4","8","111","HadGEM2ES","GAM"
"3452","Bosque Protector Molleturo Mullopungo","14544","Ecuador","86","85","6","5","80","HadGEM2ES","GAM"
"3453","Reserva Comunal Bosque de Angashcola","14545","Ecuador","80","88","2","10","78","HadGEM2ES","GAM"
"3454","Bosque Protector Moya-Molón","14546","Ecuador","85","93","2","10","83","HadGEM2ES","GAM"
"3455","Bajo Napo","14547","Ecuador","85","81","6","2","79","HadGEM2ES","GAM"
"3456","Territorio Étnico Awá y alrededores","14550","Ecuador","99","103","0","4","99","HadGEM2ES","GAM"
"3457","Bosque Protector Cerro Blanco","14551","Ecuador","57","48","12","3","45","HadGEM2ES","GAM"
"3458","Tiquibuzo","14553","Ecuador","72","66","9","3","63","HadGEM2ES","GAM"
"3459","Cordillera de Kutukú","14554","Ecuador","103","106","1","4","102","HadGEM2ES","GAM"
"3460","Parque Nacional Cotopaxi","14555","Ecuador","64","68","1","5","63","HadGEM2ES","GAM"
"3461","Corredor Ecológico Llanganates-Sangay","14557","Ecuador","86","91","3","8","83","HadGEM2ES","GAM"
"3462","Reserva de Producción Faunística Cuyabeno","14559","Ecuador","96","91","9","4","87","HadGEM2ES","GAM"
"3463","Cerro Mutiles","14562","Ecuador","64","55","16","7","48","HadGEM2ES","GAM"
"3464","Engunga","14563","Ecuador","47","45","6","4","41","HadGEM2ES","GAM"
"3465","Río Conambo-Bobonaza","14565","Ecuador","102","105","1","4","101","HadGEM2ES","GAM"
"3466","Intag-Toisán","14566","Ecuador","95","100","4","9","91","HadGEM2ES","GAM"
"3467","Parque Nacional Sangay","14567","Ecuador","111","113","1","3","110","HadGEM2ES","GAM"
"3468","Selva Alegre","14569","Ecuador","64","68","4","8","60","HadGEM2ES","GAM"
"3469","Territorio Achuar","14571","Ecuador","97","96","3","2","94","HadGEM2ES","GAM"
"3470","La Bonita-Santa Bárbara","14574","Ecuador","88","99","1","12","87","HadGEM2ES","GAM"
"3471","Cashca Totoras Protected Forest (Bosque Protector Cashca Totoras IBA)","14577","Ecuador","51","51","1","1","50","HadGEM2ES","GAM"
"3472","Corredor Awacachi","14578","Ecuador","89","96","2","9","87","HadGEM2ES","GAM"
"3473","Volcán Atacazo","14579","Ecuador","61","64","2","5","59","HadGEM2ES","GAM"
"3474","Reserva Ecológica Los Illinizas y alrededores","14580","Ecuador","99","101","2","4","97","HadGEM2ES","GAM"
"3475","Palanda","14582","Ecuador","80","88","2","10","78","HadGEM2ES","GAM"
"3476","Lagunas de Ecuasal-Salinas","14583","Ecuador","47","45","6","4","41","HadGEM2ES","GAM"
"3477","Yunguilla Reserve (Reserva Yunguilla)","14586","Ecuador","56","61","0","5","56","HadGEM2ES","GAM"
"3478","Ciénaga de La Segua","14588","Ecuador","56","47","12","3","44","HadGEM2ES","GAM"
"3479","Cazaderos-Mangaurquillo","14591","Ecuador","66","54","12","0","54","HadGEM2ES","GAM"
"3480","Zumba-Chito","14596","Ecuador","80","88","2","10","78","HadGEM2ES","GAM"
"3481","Reserva Ecológica Antisana","14597","Ecuador","114","117","2","5","112","HadGEM2ES","GAM"
"3482","Lago de Colta","14598","Ecuador","51","51","1","1","50","HadGEM2ES","GAM"
"3483","Tonchigüe-Mompiche","14599","Ecuador","73","56","17","0","56","HadGEM2ES","GAM"
"3484","Bosque Protector Colambo-Yacuri","14600","Ecuador","84","90","4","10","80","HadGEM2ES","GAM"
"3485","Acanamá-Guashapamba-Aguirre","14601","Ecuador","64","68","4","8","60","HadGEM2ES","GAM"
"3486","Cordillera del Cóndor","14602","Ecuador","91","94","3","6","88","HadGEM2ES","GAM"
"3487","Yanuncay-Yanasacha","14603","Ecuador","63","68","1","6","62","HadGEM2ES","GAM"
"3488","Refugio de Vida Silvestre Pasochoa","14604","Ecuador","71","74","2","5","69","HadGEM2ES","GAM"
"3489","Daucay","14605","Ecuador","65","59","8","2","57","HadGEM2ES","GAM"
"3490","Humedales de Pacoa","14607","Ecuador","47","45","6","4","41","HadGEM2ES","GAM"
"3491","Parque Nacional Sumaco-Napo Galeras","14608","Ecuador","120","119","6","5","114","HadGEM2ES","GAM"
"3492","Manglares del golfo de Guayaquil","14609","Ecuador","68","61","13","6","55","HadGEM2ES","GAM"
"3493","Reserva Ecológica Cayambe-Coca","14610","Ecuador","120","122","3","5","117","HadGEM2ES","GAM"
"3494","Reserva Natural Tumbesia-La Ceiba-Zapotillo","14611","Ecuador","55","47","8","0","47","HadGEM2ES","GAM"
"3495","Verde-Ónzole-Cayapas-Canandé","14614","Ecuador","80","77","6","3","74","HadGEM2ES","GAM"
"3496","Cayapas-Santiago-Wimbí","14615","Ecuador","76","75","5","4","71","HadGEM2ES","GAM"
"3497","Mataje-Cayapas-Santiago","14616","Ecuador","76","60","17","1","59","HadGEM2ES","GAM"
"3498","Isla Santa Clara","14617","Ecuador","38","35","8","5","30","HadGEM2ES","GAM"
"3499","Reserva Ecológica Cotacachi-Cayapas","14620","Ecuador","105","105","5","5","100","HadGEM2ES","GAM"
"3500","Archipiélago de Jambelí","14624","Ecuador","38","35","8","5","30","HadGEM2ES","GAM"
"3501","Bosque Protector Chongón-Colonche","14625","Ecuador","51","46","9","4","42","HadGEM2ES","GAM"
"3502","Catacocha","14626","Ecuador","60","58","6","4","54","HadGEM2ES","GAM"
"3503","Alamor-Celica","14627","Ecuador","81","76","5","0","76","HadGEM2ES","GAM"
"3504","Ciénagas de Guayaquil","14629","Ecuador","52","42","12","2","40","HadGEM2ES","GAM"
"3505","Isla Santay","14631","Ecuador","52","42","12","2","40","HadGEM2ES","GAM"
"3506","Cordillera de Huacamayos-San Isidro-Sierra Azul","14632","Ecuador","119","121","3","5","116","HadGEM2ES","GAM"
"3507","Refugio de Vida Silvestre Isla Corazón e Isla Fragata","14633","Ecuador","56","47","12","3","44","HadGEM2ES","GAM"
"3508","Bosque Protector Alto Nangaritza","14634","Ecuador","85","85","6","6","79","HadGEM2ES","GAM"
"3509","Montañas de Zapote-Najda","14636","Ecuador","58","60","1","3","57","HadGEM2ES","GAM"
"3510","Abras de Mantequilla","14637","Ecuador","77","72","8","3","69","HadGEM2ES","GAM"
"3511","Gran Yasuní","14641","Ecuador","97","91","8","2","89","HadGEM2ES","GAM"
"3512","Valle de Guayllabamba","14643","Ecuador","64","71","2","9","62","HadGEM2ES","GAM"
"3513","La Tagua","14644","Ecuador","59","39","21","1","38","HadGEM2ES","GAM"
"3514","Bosque Protector Cerro Pata de Pájaro","14645","Ecuador","81","70","11","0","70","HadGEM2ES","GAM"
"3515","Utuana-Bosque de Hanne","14647","Ecuador","60","58","6","4","54","HadGEM2ES","GAM"
"3516","Tambo Negro","14648","Ecuador","60","58","6","4","54","HadGEM2ES","GAM"
"3517","Bosque Protector Jatumpamba-Jorupe","14649","Ecuador","60","58","6","4","54","HadGEM2ES","GAM"
"3518","Cañón del río Catamayo","14650","Ecuador","69","66","6","3","63","HadGEM2ES","GAM"
"3519","Represa Velasco Ibarra","14653","Ecuador","47","45","6","4","41","HadGEM2ES","GAM"
"3520","Cordillera El Bálsamo","14654","Ecuador","62","55","11","4","51","HadGEM2ES","GAM"
"3521","Cerro de Hayas-Naranjal","14655","Ecuador","49","40","14","5","35","HadGEM2ES","GAM"
"3522","Hacienda Camarones","14656","Ecuador","54","50","8","4","46","HadGEM2ES","GAM"
"3523","Tierras altas de Isabela","14659","Ecuador","12","11","1","0","11","HadGEM2ES","GAM"
"3524","Tierras altas de Santiago","14660","Ecuador","10","9","1","0","9","HadGEM2ES","GAM"
"3525","Tierras altas de Santa Cruz","14661","Ecuador","12","11","1","0","11","HadGEM2ES","GAM"
"3526","Puerto Ayora","14662","Ecuador","11","11","0","0","11","HadGEM2ES","GAM"
"3527","Isla Floreana","14663","Ecuador","12","12","2","2","10","HadGEM2ES","GAM"
"3528","Champion y Gardner de Floreana","14664","Ecuador","11","9","3","1","8","HadGEM2ES","GAM"
"3529","Isla Española","14665","Ecuador","12","10","2","0","10","HadGEM2ES","GAM"
"3530","Isla San Cristóbal","14666","Ecuador","12","11","1","0","11","HadGEM2ES","GAM"
"3531","Reserva Nacional Pacaya Samiria","14671","Peru","98","89","10","1","88","HadGEM2ES","GAM"
"3532","Lago Lagunillas","14674","Peru","55","56","2","3","53","HadGEM2ES","GAM"
"3533","Moyobamba","14677","Peru","104","104","6","6","98","HadGEM2ES","GAM"
"3534","Abra Málaga-Vilcanota","14682","Peru","88","92","2","6","86","HadGEM2ES","GAM"
"3535","Lagos Yanacocha","14684","Peru","88","92","2","6","86","HadGEM2ES","GAM"
"3536","Quincemil","14687","Peru","147","159","1","13","146","HadGEM2ES","GAM"
"3537","Tambopata","14690","Peru","130","126","6","2","124","HadGEM2ES","GAM"
"3538","Mina Inca","14691","Peru","111","108","14","11","97","HadGEM2ES","GAM"
"3539","Sandia","14692","Peru","112","111","11","10","101","HadGEM2ES","GAM"
"3540","Maruncunca","14693","Peru","112","111","11","10","101","HadGEM2ES","GAM"
"3541","Valcón","14694","Peru","112","111","11","10","101","HadGEM2ES","GAM"
"3542","Reserva Nacional Salinas y Aguada Blanca","14695","Peru","67","69","0","2","67","HadGEM2ES","GAM"
"3543","Río Tambo y Lagunas de Mejía","14696","Peru","31","25","10","4","21","HadGEM2ES","GAM"
"3544","Aypate","14698","Peru","56","60","5","9","51","HadGEM2ES","GAM"
"3545","Toldo","14699","Peru","90","96","3","9","87","HadGEM2ES","GAM"
"3546","Talara","14701","Peru","39","31","8","0","31","HadGEM2ES","GAM"
"3547","Covire","14702","Peru","57","60","0","3","57","HadGEM2ES","GAM"
"3548","Reserva Amazónica","14703","Peru","101","81","23","3","78","HadGEM2ES","GAM"
"3549","La Cocha","14704","Peru","73","76","5","8","68","HadGEM2ES","GAM"
"3550","Paltashaco","14712","Peru","60","56","5","1","55","HadGEM2ES","GAM"
"3551","Laguna Umayo","14716","Peru","57","57","2","2","55","HadGEM2ES","GAM"
"3552","Ramis y Arapa (Lago Titicaca, sector Peruano)","14717","Peru","74","77","2","5","72","HadGEM2ES","GAM"
"3553","Morona","14719","Peru","59","61","3","5","56","HadGEM2ES","GAM"
"3554","Cordillera Vilcabamba","14724","Peru","156","134","23","1","133","HadGEM2ES","GAM"
"3555","Bahuaja-Sonene","14725","Peru","175","171","5","1","170","HadGEM2ES","GAM"
"3556","Coto de Caza El Angolo","14731","Peru","48","40","9","1","39","HadGEM2ES","GAM"
"3557","Cerro Chinguela","14735","Peru","80","83","4","7","76","HadGEM2ES","GAM"
"3558","San Jose de Lourdes","14736","Peru","75","80","3","8","72","HadGEM2ES","GAM"
"3559","La Esperanza","14738","Peru","59","54","8","3","51","HadGEM2ES","GAM"
"3560","Urakusa","14743","Peru","64","57","10","3","54","HadGEM2ES","GAM"
"3561","Jesús del Monte","14752","Peru","81","85","1","5","80","HadGEM2ES","GAM"
"3562","Rafán","14759","Peru","29","24","7","2","22","HadGEM2ES","GAM"
"3563","Champará","14767","Peru","62","65","1","4","61","HadGEM2ES","GAM"
"3564","Chacchan","14770","Peru","65","64","3","2","62","HadGEM2ES","GAM"
"3565","San Damián-Berna Puquio","14771","Peru","56","55","3","2","53","HadGEM2ES","GAM"
"3566","Bosque de Noqno","14772","Peru","67","64","5","2","62","HadGEM2ES","GAM"
"3567","Parque Nacional Huascarán","14773","Peru","72","74","4","6","68","HadGEM2ES","GAM"
"3568","Cullcui","14775","Peru","91","92","7","8","84","HadGEM2ES","GAM"
"3569","Alto Purus","14783","Peru","99","86","17","4","82","HadGEM2ES","GAM"
"3570","Alto Valle Santa Eulalia-Milloc","14785","Peru","74","73","1","0","73","HadGEM2ES","GAM"
"3571","Bosque de Zárate","14786","Peru","74","73","1","0","73","HadGEM2ES","GAM"
"3572","Hortigal","14787","Peru","60","58","3","1","57","HadGEM2ES","GAM"
"3573","Lago de Junín","14788","Peru","93","92","5","4","88","HadGEM2ES","GAM"
"3574","Marcapomacocha","14789","Peru","63","69","3","9","60","HadGEM2ES","GAM"
"3575","Pampas Pucacocha y Curicocha","14790","Peru","56","56","3","3","53","HadGEM2ES","GAM"
"3576","Yauli","14791","Peru","68","69","0","1","68","HadGEM2ES","GAM"
"3577","Pisco","14792","Peru","24","23","1","0","23","HadGEM2ES","GAM"
"3578","Nazca","14794","Peru","61","60","2","1","59","HadGEM2ES","GAM"
"3579","Reserva Nacional Pampa Galeras","14796","Peru","57","57","4","4","53","HadGEM2ES","GAM"
"3580","Santuario Nacional del Ampay","14800","Peru","67","71","2","6","65","HadGEM2ES","GAM"
"3581","Runtacocha-Morococha","14801","Peru","67","71","2","6","65","HadGEM2ES","GAM"
"3582","Tacna","14803","Peru","54","37","18","1","36","HadGEM2ES","GAM"
"3583","Volcán Yucamani","14805","Peru","57","60","0","3","57","HadGEM2ES","GAM"
"3584","Huamba","14806","Peru","90","96","3","9","87","HadGEM2ES","GAM"
"3585","Chiñama","14807","Peru","60","70","4","14","56","HadGEM2ES","GAM"
"3586","San Marcos","14814","Peru","63","63","4","4","59","HadGEM2ES","GAM"
"3587","Santuario Histórico Machu Picchu","14817","Peru","100","110","2","12","98","HadGEM2ES","GAM"
"3588","Reserva Nacional Lomas de Lachay","14820","Peru","41","35","8","2","33","HadGEM2ES","GAM"
"3589","Isla Lobos de Afuera","14821","Peru","37","33","6","2","31","HadGEM2ES","GAM"
"3590","Isla Pachacámac","14822","Peru","32","31","3","2","29","HadGEM2ES","GAM"
"3591","Llaguén","14825","Peru","54","50","5","1","49","HadGEM2ES","GAM"
"3592","Cochabamba","14826","Peru","65","64","3","2","62","HadGEM2ES","GAM"
"3593","Wiñapajatun","14827","Peru","56","55","3","2","53","HadGEM2ES","GAM"
"3594","Cordillera del Cóndor","14832","Peru","105","106","4","5","101","HadGEM2ES","GAM"
"3595","Reserva Comunal El Sira","14834","Peru","104","90","14","0","90","HadGEM2ES","GAM"
"3596","Valle del Majes","14835","Peru","65","64","1","0","64","HadGEM2ES","GAM"
"3597","Las Delicias","14836","Peru","51","49","9","7","42","HadGEM2ES","GAM"
"3598","Laguna El Paraíso","14837","Peru","35","27","9","1","26","HadGEM2ES","GAM"
"3599","Pantanos de Villa","14838","Peru","32","31","3","2","29","HadGEM2ES","GAM"
"3600","Laguna de Ite","14839","Peru","36","25","11","0","25","HadGEM2ES","GAM"
"3601","Lagunas de Huacarpay","14840","Peru","65","69","3","7","62","HadGEM2ES","GAM"
"3602","Laguna Maquera","14842","Peru","55","56","2","3","53","HadGEM2ES","GAM"
"3603","Los Amigos","14847","Peru","103","86","19","2","84","HadGEM2ES","GAM"
"3604","Santuario Nacional Tabaconas-Namballe","14848","Peru","80","83","4","7","76","HadGEM2ES","GAM"
"3605","Cordillera Yanachaga","14852","Peru","141","128","17","4","124","HadGEM2ES","GAM"
"3606","Lago Parinacochas","14853","Peru","57","58","3","4","54","HadGEM2ES","GAM"
"3607","Laquipampa","14861","Peru","78","87","3","12","75","HadGEM2ES","GAM"
"3608","Parque Nacional Tingo María","14862","Peru","116","96","21","1","95","HadGEM2ES","GAM"
"3609","Atiquipa","14869","Peru","29","26","3","0","26","HadGEM2ES","GAM"
"3610","Mandorcasa","14881","Peru","112","115","4","7","108","HadGEM2ES","GAM"
"3611","Chiguata","14883","Peru","61","60","2","1","59","HadGEM2ES","GAM"
"3612","Chalhuanca","14886","Peru","57","57","2","2","55","HadGEM2ES","GAM"
"3613","Cerro Huanzalá-Huallanca","14887","Peru","79","78","4","3","75","HadGEM2ES","GAM"
"3614","Playa Pampa","14888","Peru","99","93","12","6","87","HadGEM2ES","GAM"
"3615","Milpo","14889","Peru","99","93","12","6","87","HadGEM2ES","GAM"
"3616","Chaparrí","14892","Peru","72","79","7","14","65","HadGEM2ES","GAM"
"3617","Río Mantaro-Cordillera Central","14899","Peru","131","132","4","5","127","HadGEM2ES","GAM"
"3618","Isla Lobos de Tierra","14904","Peru","40","37","8","5","32","HadGEM2ES","GAM"
"3619","Alto Valle del Saña","14905","Peru","81","80","6","5","75","HadGEM2ES","GAM"
"3620","Suyo-La Tina","14907","Peru","80","79","4","3","76","HadGEM2ES","GAM"
"3621","Bosques Secos de Salitral - Huarmaca - Olmos","14910","Peru","68","68","2","2","66","HadGEM2ES","GAM"
"3622","Reserva Nacional de Paracas","14911","Peru","24","23","1","0","23","HadGEM2ES","GAM"
"3623","Bosque de Cuyas","14915","Peru","56","60","5","9","51","HadGEM2ES","GAM"
"3624","Parque Nacional Cordillera Azul","14918","Peru","138","118","21","1","117","HadGEM2ES","GAM"
"3625","Cuenca Río Nanay","14919","Peru","84","79","6","1","78","HadGEM2ES","GAM"
"3626","Manu","14920","Peru","180","181","2","3","178","HadGEM2ES","GAM"
"3627","Parque Nacional Archipiélago Los Roques","14923","Venezuela","34","33","2","1","32","HadGEM2ES","GAM"
"3628","Parque Nacional Canaima","14924","Venezuela","116","121","1","6","115","HadGEM2ES","GAM"
"3629","Parque Nacional El Tamá","14925","Venezuela","103","105","2","4","101","HadGEM2ES","GAM"
"3630","Henri Pittier National Park (Parque Nacional Henri Pittier IBA)","14926","Venezuela","88","88","1","1","87","HadGEM2ES","GAM"
"3631","Morrocoy National Park (Parque Nacional Morrocoy IBA)","14927","Venezuela","74","75","2","3","72","HadGEM2ES","GAM"
"3632","Parque Nacional El Ávila","14928","Venezuela","86","85","1","0","85","HadGEM2ES","GAM"
"3633","Parque Nacional Sierra Nevada","14929","Venezuela","99","103","1","5","98","HadGEM2ES","GAM"
"3634","Parque Nacional Perijá (part of Serrania de Perija transboundary AZE)","14930","Venezuela","92","95","1","4","91","HadGEM2ES","GAM"
"3635","Parque Nacional Sierra La Culata","14931","Venezuela","92","93","2","3","90","HadGEM2ES","GAM"
"3636","Peninsula de Paria National Park (Parque Nacional Península de Paria IBA)","14932","Venezuela","75","76","1","2","74","HadGEM2ES","GAM"
"3637","Parque Nacional San Esteban","14933","Venezuela","89","83","7","1","82","HadGEM2ES","GAM"
"3638","Parque Nacional Guatopo","14934","Venezuela","89","85","5","1","84","HadGEM2ES","GAM"
"3639","Parque Nacional Guaramacal","14935","Venezuela","75","79","1","5","74","HadGEM2ES","GAM"
"3640","Parque Nacional Páramos Batallón y La Negra","14936","Venezuela","98","99","1","2","97","HadGEM2ES","GAM"
"3641","Dinira National Park and surrounding areas (Refugio de Fauna Silvestre y Reserva de Pesca Parque Nacional Dinira IBA)","14937","Venezuela","100","105","0","5","100","HadGEM2ES","GAM"
"3642","Parque Nacional El Guácharo","14938","Venezuela","83","82","2","1","81","HadGEM2ES","GAM"
"3643","Zona Protectora Macizo Montañoso del Turimiquire","14939","Venezuela","86","85","2","1","84","HadGEM2ES","GAM"
"3644","Refugio de Fauna Silvestre Cuare","14940","Venezuela","75","75","2","2","73","HadGEM2ES","GAM"
"3645","Yapacana National Park (Parque Nacional Yapacana IBA)","14941","Venezuela","93","75","19","1","74","HadGEM2ES","GAM"
